id,unix_time,gps_x_dec,gps_y_dec,wojewodztwo,miejscowosc,ulica,predkosc_dopuszczalna,rodzaj_nawierzchni,warunki_atmosferyczne,obszar_zabudowany,czy_sygnalizacja_swietlna
126222729,1719240789.0,15.821916666666667,51.73077777777778,WOJ. LUBUSKIE,BYTOM ODRZAŃSKI,ŻEROMSKIEGO,50,01,01,01,03
126222898,1719255643.0,15.551388888888889,51.93336111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,POMORSKIE,50,01,01,01,03
126220629,1719210180.0,15.304388888888889,51.46336111111111,WOJ. LUBUSKIE,,,140,01,01,02,03
126220843,1719237284.0,15.489583333333332,51.952194444444444,WOJ. LUBUSKIE,ZIELONA GÓRA,ZJEDNOCZENIA,50,01,01,01,03
126222200,1719185400.0,15.554527777777778,51.93855555555555,WOJ. LUBUSKIE,ZIELONA GÓRA,SZOSA KISIELIŃSKA,50,01,01,01,03
126220867,1719240436.0,15.01675,51.73825,WOJ. LUBUSKIE,,,50,01,01,02,03
126222661,1719237210.0,14.645999999999999,52.58388888888889,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,SIKORSKIEGO,30,01,01,01,03
126222667,1719232464.0,15.503222222222222,51.937777777777775,WOJ. LUBUSKIE,ZIELONA GÓRA,SOBIESKIEGO,20,01,01,01,03
126220605,1719204600.0,15.437222222222223,51.918499999999995,WOJ. LUBUSKIE,WILKANOWO,,50,01,04,01,03
126222391,1719220934.0,16.061083333333332,51.88163888888889,WOJ. LUBUSKIE,SŁAWA,ODRODZONEGO WOJSKA POLSKIEGO,40,01,01,01,03
126222369,1719219240.0,14.634666666666666,52.35166666666667,WOJ. LUBUSKIE,KUNOWICE,SŁUBICKA,50,01,01,01,03
126222663,1719235581.0,14.634527777777777,52.31597222222222,WOJ. LUBUSKIE,ŚWIECKO,,100,01,01,02,03
126222875,1719249965.0,14.622416666666668,52.32480555555556,WOJ. LUBUSKIE,SŁUBICE,,140,01,01,02,03
126222938,1719265582.0,15.47863888888889,52.31741666666667,WOJ. LUBUSKIE,,,140,01,01,02,03
126220933,1719261683.0,15.19763888888889,51.48405555555556,WOJ. LUBUSKIE,IŁOWA,TRAUGUTTA,90,01,01,02,03
126222252,1719209908.0,15.102333333333332,52.755694444444444,WOJ. LUBUSKIE,BACZYNA,GORZOWSKA,50,01,01,01,03
126222216,1719200731.0,15.489527777777777,51.962361111111115,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,70,01,01,01,03
126222348,1719214122.0,15.275416666666667,52.74333333333333,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PODMIEJSKA,50,01,01,01,03
126224218,1719220800.0,15.586083333333335,52.43636111111111,WOJ. LUBUSKIE,MIĘDZYRZECZ,KONSTYTUCJI 3 GO MAJA,40,01,02,01,03
126222691,1719235860.0,15.532222222222224,52.235083333333336,WOJ. LUBUSKIE,ŚWIEBODZIN,SŁOWIAŃSKA,50,01,01,01,03
126244990,1719240600.0,15.657222222222222,51.80072222222222,WOJ. LUBUSKIE,LUBIESZÓW,OS. LAWENDOWE,50,01,01,01,03
126222363,1719217800.0,15.474805555555555,51.93908333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,WOJSKA POLSKIEGO,50,01,01,01,01
126222704,1719240380.0,15.240499999999999,52.709833333333336,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,KASPRZAKA,50,01,01,01,03
126767384,1719237600.0,15.328583333333333,52.79966666666667,WOJ. LUBUSKIE,RÓŻANKI,OSIEDLE PARKOWE,50,01,01,01,03
126224756,1719234000.0,15.476111111111111,51.939416666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,WOJSKA POLSKIEGO,50,01,01,01,03
126222479,1719225000.0,15.617472222222222,52.075833333333335,WOJ. LUBUSKIE,SULECHÓW,ODRZAŃSKA,50,01,01,01,03
126220591,1719201600.0,15.695166666666667,52.043388888888884,WOJ. LUBUSKIE,RADOWICE,,50,01,01,01,03
126368086,1719243000.0,15.251388888888888,52.755833333333335,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GRABSKIEGO,20,01,01,01,03
126224747,1719259200.0,16.072166666666668,51.87786111111111,WOJ. LUBUSKIE,SŁAWA,JANA MATEJKI,50,01,01,01,03
126222962,1719280392.0,14.94396,52.337686,WOJ. LUBUSKIE,BOCZÓW,,140,01,01,02,03
126223345,1719322989.0,15.619083333333334,51.48738888888889,WOJ. LUBUSKIE,,,90,01,01,02,03
126223097,1719301679.0,15.200805555555554,52.73686111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MYŚLIBORSKA,50,01,01,01,03
126221093,1719330300.0,15.577222222222222,51.90672222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,RACULA-GŁOGOWSKA,50,01,01,01,03
126224760,1719327600.0,15.516222222222222,51.933166666666665,WOJ. LUBUSKIE,ZIELONA GÓRA,STAFFA,20,01,01,01,03
126224759,1719311400.0,15.507527777777778,51.94419444444444,WOJ. LUBUSKIE,ZIELONA GÓRA,CHOPINA,50,01,01,01,03
126221516,1719319553.0,16.328382,51.805187,WOJ. LUBUSKIE,PRZYCZYNA DOLNA,55PPP,50,01,01,01,03
126221055,1719330899.0,14.791444444444444,51.94113888888889,WOJ. LUBUSKIE,BIEŻYCE,,90,01,01,02,03
126221487,1719314063.0,15.582666666666666,52.31783333333334,WOJ. LUBUSKIE,GLIŃSK,,140,01,01,02,03
126221521,1719314616.0,15.451527777777777,52.15241666666667,WOJ. LUBUSKIE,SKĄPE,W276,50,01,04,01,03
126223056,1719297013.0,14.85763888888889,52.33988888888889,WOJ. LUBUSKIE,RZEPIN,POZNAŃSKA,50,01,01,02,03
126223340,1719322600.0,14.90763888888889,52.769666666666666,WOJ. LUBUSKIE,,,90,01,01,02,03
126221367,1719299096.0,15.22888888888889,52.723305555555555,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SPÓŁDZIELCÓW,50,01,01,01,03
126221086,1719340774.0,15.473055555555556,52.618833333333335,WOJ. LUBUSKIE,SKWIERZYNA,,90,01,02,02,03
126222955,1719277584.0,15.261027777777779,52.70955555555556,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PARADYSKA,20,01,01,01,03
126223314,1719321413.0,15.768111111111113,51.79961111111111,WOJ. LUBUSKIE,PRZYBORÓW,NOWOSOLSKA,50,01,01,01,03
126234709,1719315840.0,15.505416666666667,51.94175,WOJ. LUBUSKIE,ZIELONA GÓRA,WESTERPLATTE,50,01,01,01,01
126368103,1719315000.0,15.250111111111112,52.72225,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GROBLA,50,01,01,01,03
126221318,1719302400.0,15.509527777777778,51.94083333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,PIENIĘŻNEGO,50,01,01,01,03
126223290,1719308003.0,15.090333333333334,51.43697222222222,WOJ. LUBUSKIE,GOZDNICA,KOMBATANTÓW,50,01,01,01,03
126221755,1719340359.0,15.415777777777778,51.682916666666664,WOJ. LUBUSKIE,JABŁONÓW,ZIELONA,40,02,01,01,03
126221482,1719308700.0,15.494416666666666,51.92836111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,PTASIA,50,01,01,01,03
126221362,1719304200.0,15.494027777777777,51.93852777777777,WOJ. LUBUSKIE,ZIELONA GÓRA,DĄBRÓWKI,50,01,01,01,03
126221536,1719320700.0,15.503333333333334,51.93019444444444,WOJ. LUBUSKIE,ZIELONA GÓRA,JASNA,50,01,01,01,03
126366391,1719320400.0,15.21875,52.743722222222225,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,SŁOWIAŃSKA,50,01,01,01,03
126366403,1719399600.0,15.232833333333334,52.72933333333334,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,GARBARY,50,01,01,01,03
126223753,1719427042.0,15.46825,51.52711111111111,WOJ. LUBUSKIE,LUBIECHÓW,,50,01,01,01,03
126222006,1719394200.0,15.503277777777777,51.93325,WOJ. LUBUSKIE,ZIELONA GÓRA,FABRYCZNA,50,01,01,01,03
126225190,1719412680.0,15.579055555555556,52.31866666666667,WOJ. LUBUSKIE,,,80,01,02,02,03
126224344,1719410605.0,15.209416666666666,52.73561111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MATEJKI,50,01,01,01,03
126225267,1719415800.0,15.494888888888887,51.961444444444446,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,01,01,03
126225295,1719410400.0,15.479000000000001,51.99138888888889,WOJ. LUBUSKIE,ZIELONA GÓRA,ŁĘŻYCA-ODRZAŃSKA,40,01,01,01,03
126221811,1719359541.0,15.692972222222222,51.80738888888889,WOJ. LUBUSKIE,NOWA SÓL,CHAŁUBIŃSKIEGO,50,01,01,01,03
126224156,1719380889.0,15.079527777777777,52.76138888888889,WOJ. LUBUSKIE,MARWICE,,90,01,01,01,03
126324870,1719392400.0,15.570638888888888,51.91036111111111,WOJ. LUBUSKIE,ZIELONA GÓRA,RACULA-GŁOGOWSKA,50,01,01,01,03
126221975,1719384180.0,15.575027777777777,52.44305555555555,WOJ. LUBUSKIE,MIĘDZYRZECZ,MŁYŃSKA,50,01,01,01,03
126225169,1719402431.0,15.237777777777778,52.756,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WYSZYŃSKIEGO,50,01,01,01,03
126224430,1719409946.0,15.316027777777778,51.98602777777778,WOJ. LUBUSKIE,,,90,01,01,02,03
126223644,1719407888.0,15.099944444444445,52.80277777777778,WOJ. LUBUSKIE,MARWICE,,90,01,01,02,03
126820506,1719392400.0,15.833166666666667,52.168638888888886,WOJ. LUBUSKIE,BABIMOST,ŻWIRKI I WIGURY,20,01,01,01,03
126820512,1719409800.0,15.624416666666667,52.08647222222223,WOJ. LUBUSKIE,SULECHÓW,OKRĘŻNA,40,01,01,01,03
126223456,1719381579.0,15.171916666666666,51.61291666666667,WOJ. LUBUSKIE,ŻARY,ALEJA WOJSKA POLSKIEGO,50,01,01,01,03
126225165,1719409390.0,15.13013888888889,51.63952777777778,WOJ. LUBUSKIE,ŻARY,LOTNIKÓW,50,01,01,01,03
126224433,1719414010.0,15.494194444444444,51.9635,WOJ. LUBUSKIE,ZIELONA GÓRA,BATOREGO,50,01,01,01,03
126223623,1719403698.0,14.811277777777779,52.35052777777778,WOJ. LUBUSKIE,RZEPIN,FABRYCZNA,30,01,01,01,03
126225172,1719405095.0,15.732,51.69283333333333,WOJ. LUBUSKIE,NOWE MIASTECZKO,SZOSA BYTOMSKA,20,01,01,01,03
126221969,1719392695.0,15.144277777777777,51.65258333333333,WOJ. LUBUSKIE,ŻARY,BUDOWLANYCH,50,01,01,01,03
126224607,1719492021.0,15.430638888888888,51.533277777777776,WOJ. LUBUSKIE,,,90,01,01,02,03
126229277,1719469800.0,15.500333333333334,51.95908333333334,WOJ. LUBUSKIE,ZIELONA GÓRA,SPAWACZY,50,01,01,01,03
126225420,1719469800.0,15.500333333333334,51.95908333333334,WOJ. LUBUSKIE,ZIELONA GÓRA,SPAWACZY,50,01,01,01,03
126224578,1719481200.0,15.512583333333334,51.93655555555555,WOJ. LUBUSKIE,ZIELONA GÓRA,WROCŁAWSKA,50,01,01,01,03
126226164,1719492300.0,15.513055555555555,51.94277777777778,WOJ. LUBUSKIE,ZIELONA GÓRA,CHROBREGO,50,01,01,01,03
126225621,1719493200.0,15.511222222222223,51.95225,WOJ. LUBUSKIE,ZIELONA GÓRA,ŹRÓDLANA,50,01,01,01,03
126226172,1719492431.0,15.430638888888888,51.533277777777776,WOJ. LUBUSKIE,,,90,01,01,02,03
126223961,1719473904.0,15.327694444444445,51.61269444444444,WOJ. LUBUSKIE,ŻAGAŃ,SZPROTAWSKA,50,01,01,01,03
126223929,1719474691.0,15.403555555555556,52.73619444444444,WOJ. LUBUSKIE,SANTOK,GORZOWSKA,50,01,01,01,03
126224727,1719512629.0,15.455027777777778,52.585861111111114,WOJ. LUBUSKIE,SKWIERZYNA,GORZOWSKA,50,01,01,01,01
126224659,1719503477.0,15.5335,52.24561111111111,WOJ. LUBUSKIE,ŚWIEBODZIN,ŁUŻYCKA,50,01,01,01,03
126223947,1719477560.0,15.230305555555555,52.74333333333333,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,ROOSEVELTA,50,01,01,01,01
126225760,1719506642.0,14.65925,52.59111111111111,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,GORZOWSKA,50,01,01,01,03
126224630,1719495246.0,15.214555555555554,51.91569444444444,WOJ. LUBUSKIE,,,90,01,01,02,03
126226217,1719501635.0,15.526194444444446,52.21863888888889,WOJ. LUBUSKIE,CHOCIULE,CHOCIULE,20,01,01,02,03
126224683,1719503835.0,15.561944444444444,52.44013888888889,WOJ. LUBUSKIE,MIĘDZYRZECZ,MALCZEWSKIEGO,50,01,02,01,03
126234719,1719477240.0,15.500055555555555,51.96188888888889,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,01,01,03
126246394,1719477000.0,15.609194444444444,51.75794444444445,WOJ. LUBUSKIE,KOŻUCHÓW,NOWOSOLNA,20,01,01,01,03
126225813,1719511179.0,15.045666666666667,52.327444444444446,WOJ. LUBUSKIE,TORZYM,,80,01,02,02,03
126273859,1719480600.0,15.254555555555555,52.74191666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,POMORSKA,50,01,01,01,03
126224723,1719517200.0,15.588083333333334,51.90497222222222,WOJ. LUBUSKIE,,,120,01,05,02,03
126229181,1719489600.0,15.479972222222223,51.939388888888885,WOJ. LUBUSKIE,ZIELONA GÓRA,ZACISZE,50,01,01,01,01
126231619,1719496200.0,14.84963888888889,52.32677777777778,WOJ. LUBUSKIE,,,90,01,01,02,03
126223898,1719469043.0,15.640749999999999,52.55097222222222,WOJ. LUBUSKIE,ROKITNO,,40,01,02,01,03
126224705,1719494758.0,15.1,52.046388888888885,WOJ. LUBUSKIE,KROSNO ODRZAŃSKIE,POCZTOWA,50,01,01,01,03
126688119,1719485400.0,15.6195,52.09627777777778,WOJ. LUBUSKIE,SULECHÓW,ŻWIRKI I WIGURY,50,01,01,01,03
126223875,1719449596.0,16.308872,51.756382,WOJ. LUBUSKIE,JĘDRZYCHOWICE,,70,01,01,02,03
126223845,1719466948.0,15.693805555555556,51.80469444444444,WOJ. LUBUSKIE,NOWA SÓL,KONSTYTUCJI 3 MAJA,30,01,01,01,03
126767360,1719513000.0,15.114916666666666,52.75452777777778,WOJ. LUBUSKIE,BACZYNA,POCZTOWA,50,01,01,01,03
126234684,1719507000.0,15.771916666666668,52.95633333333333,WOJ. LUBUSKIE,GRZMIKOŁO,,50,02,01,01,03
126225687,1719497591.0,16.227416666666667,51.81180555555555,WOJ. LUBUSKIE,ŁYSINY,ŁYSINY,50,01,01,01,03
126226476,1719469200.0,15.137527777777777,51.53797222222222,WOJ. LUBUSKIE,,,140,01,01,02,03
126226180,1719499260.0,15.723138888888888,51.80497222222222,WOJ. LUBUSKIE,NOWA SÓL,ARCISZEWSKIEGO,50,01,01,01,03
126224040,1719482520.0,15.719694444444444,51.80822222222222,WOJ. LUBUSKIE,NOWA SÓL,WYSPIAŃSKIEGO,50,01,01,01,03
126227402,1719576127.0,14.708777777777778,52.54677777777778,WOJ. LUBUSKIE,CZARNÓW,,90,01,03,02,03
126227275,1719582477.0,15.334000000000001,52.657222222222224,WOJ. LUBUSKIE,,,120,01,05,02,03
126227230,1719576333.0,15.540583333333334,52.238305555555556,WOJ. LUBUSKIE,ŚWIEBODZIN,SULECHOWSKA,50,01,01,01,03
126226040,1719568040.0,14.727333333333334,51.95088888888889,WOJ. LUBUSKIE,GUBIN,OBROŃCÓW POKOJU,50,01,01,01,03
126246533,1719586980.0,15.712416666666666,51.80152777777778,WOJ. LUBUSKIE,NOWA SÓL,WARYŃSKIEGO,20,01,01,01,03
126227224,1719577669.0,15.13125,51.64480555555556,WOJ. LUBUSKIE,ŻARY,CZERWONEGO KRZYŻA,50,01,01,01,03
126227114,1719571759.0,15.175194444444443,51.94880555555555,WOJ. LUBUSKIE,KOSIERZ,,50,01,01,01,03
126226605,1719589080.0,15.576722222222221,52.138555555555556,WOJ. LUBUSKIE,,,120,01,01,02,03
126227311,1719574844.0,14.946777777777777,52.78063888888889,WOJ. LUBUSKIE,LUBISZYN,MYŚLIBORSKA,50,01,01,01,03
126225048,1719586170.0,15.128666666666668,51.63005555555556,WOJ. LUBUSKIE,ŻARY,OKRZEI,20,01,01,01,03
126228108,1719610589.0,15.637166666666666,51.598,WOJ. LUBUSKIE,,,90,01,01,02,03
126224932,1719577161.0,14.727500000000001,51.94891666666666,WOJ. LUBUSKIE,GUBIN,WYSPIAÑSKIEGO,50,01,05,01,03
126224935,1719577287.0,15.275250000000002,52.74261111111111,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,PODMIEJSKA,50,01,01,01,03
126226547,1719580132.0,14.898027777777777,52.153055555555554,WOJ. LUBUSKIE,,,90,01,03,02,03
126231510,1719578400.0,15.495138888888889,51.949638888888884,WOJ. LUBUSKIE,ZIELONA GÓRA,ENERGETYKÓW,20,01,01,01,03
126224911,1719572539.0,14.989814,52.326424,WOJ. LUBUSKIE,PNIÓW,,90,01,01,02,03
126224762,1719548769.0,15.111583333333334,52.69961111111111,WOJ. LUBUSKIE,JENIN,GORZOWSKA,50,01,01,01,03
126227444,1719588396.0,16.095194444444445,51.864666666666665,WOJ. LUBUSKIE,,,90,01,04,02,03
126227296,1719582721.0,15.123694444444444,51.63352777777778,WOJ. LUBUSKIE,ŻARY,MĘCZENNIKÓW OŚWIĘCIMSKICH,50,01,01,01,03
126225917,1719550598.0,14.71925,51.97391666666667,WOJ. LUBUSKIE,GUBIN,GENERAŁA SIKORSKIEGO,50,01,01,01,03
126368129,1719555120.0,15.244916666666667,52.72547222222222,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,TARGOWA,20,01,01,01,03
126226514,1719562800.0,15.694444444444445,51.80722222222222,WOJ. LUBUSKIE,NOWA SÓL,CHAŁUBIŃSKIEGO,30,01,01,01,03
126225035,1719590700.0,15.626750000000001,52.086444444444446,WOJ. LUBUSKIE,SULECHÓW,WIELKOPOLSKA,50,01,01,01,03
126227268,1719575700.0,15.827166666666667,52.16422222222222,WOJ. LUBUSKIE,BABIMOST,PIŁSUDSKIEGO,50,01,01,01,03
126245243,1719562200.0,15.518722222222223,51.944222222222216,WOJ. LUBUSKIE,ZIELONA GÓRA,KOŁŁĄTAJA,50,01,01,01,03
126234689,1719567000.0,15.55388888888889,52.886833333333335,WOJ. LUBUSKIE,,,90,01,01,02,01
126225981,1719557057.0,15.621500000000001,52.57308333333334,WOJ. LUBUSKIE,ROKITNO-STACJA,,90,01,01,02,03
126227332,1719590162.0,15.592722222222223,52.44483333333333,WOJ. LUBUSKIE,MIĘDZYRZECZ,PLAC POWSTAŃCÓW WIELKOPOLSKICH,50,01,01,01,03
126225054,1719594000.0,15.507916666666667,51.94308333333333,WOJ. LUBUSKIE,ZIELONA GÓRA,WESTERPLATTE,50,01,01,01,01
126224820,1719558000.0,15.235194444444444,51.79847222222222,WOJ. LUBUSKIE,NOWOGRÓD BOBRZAŃSKI,ŻARSKA,50,01,01,01,03
126225078,1719602400.0,15.554,51.92197222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,,50,01,01,01,03
126227474,1719607800.0,15.546805555555556,51.93830555555555,WOJ. LUBUSKIE,ZIELONA GÓRA,SZOSA KISIELIŃSKA,50,01,01,01,03
126227328,1719566212.0,15.480638888888889,51.93747222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,WYSZYŃSKIEGO,50,01,01,01,03
126225940,1719553926.0,15.71711111111111,51.80319444444444,WOJ. LUBUSKIE,NOWA SÓL,PLAC WYZWOLENIA,30,01,01,01,03
126227186,1719579358.0,15.33025,52.659,WOJ. LUBUSKIE,,,120,01,01,02,03
126226652,1719587220.0,16.242428,51.711792,WOJ. LUBUSKIE,SZLICHTYNGOWA,GŁOGOWSKA,50,01,03,01,03
126231507,1719572400.0,15.481166666666667,51.93666666666666,WOJ. LUBUSKIE,ZIELONA GÓRA,WYSZYŃSKIEGO,50,01,01,01,03
126225900,1719532104.0,15.085856,52.591721,WOJ. LUBUSKIE,ŁUKOMIN,,70,01,05,02,03
126226627,1719577915.0,14.875250000000001,52.459361111111114,WOJ. LUBUSKIE,OŚNO LUBUSKIE,OKRZEI,50,01,01,01,03
126226700,1719622166.0,15.84392,52.247032,WOJ. LUBUSKIE,CHLASTAWA,,90,01,01,02,03
126228315,1719671361.0,15.513055555555555,52.33958333333334,WOJ. LUBUSKIE,NOWY DWOREK,NOWY DWOREK,50,01,01,01,03
126227830,1719680141.0,21.0232,52.1878,WOJ. LUBUSKIE,,,140,01,01,02,03
126227797,1719669861.0,15.838277777777778,51.65397222222222,WOJ. LUBUSKIE,,,120,01,01,02,03
126226787,1719651498.0,15.252527777777777,52.7565,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,WITOSA,50,01,01,01,03
126227799,1719673283.0,14.677722222222222,52.59247222222223,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,OSIEDLE WARNIKI,50,01,01,01,03
126226930,1719673856.0,15.293639,52.334297,WOJ. LUBUSKIE,ŁAGÓW,KOŚCIUSZKI,20,02,01,01,03
126228297,1719676646.0,15.092694444444446,52.69602777777777,WOJ. LUBUSKIE,JENIN,GORZOWSKA,50,01,01,01,03
126226879,1719685685.0,14.713972222222221,51.962500000000006,WOJ. LUBUSKIE,GUBIN,WOJSKA POLSKIEGO,50,01,01,01,03
126227805,1719675662.0,14.722777777777777,51.95111111111111,WOJ. LUBUSKIE,GUBIN,GUBEŃSKA,50,01,01,01,03
126226791,1719654898.0,15.536166666666666,52.24772222222222,WOJ. LUBUSKIE,ŚWIEBODZIN,PIŁSUDSKIEGO,50,01,01,01,01
126227748,1719660489.0,15.071194444444444,52.0125,WOJ. LUBUSKIE,,,90,01,01,02,03
126227846,1719675638.0,14.750055555555555,52.01680555555556,WOJ. LUBUSKIE,ŻYTOWAŃ,,50,02,01,01,03
126226890,1719683020.0,15.317444444444444,51.63452777777778,WOJ. LUBUSKIE,ŻAGAŃ,STAROWIEJSKA,50,01,01,01,03
126228302,1719690511.0,15.113231,52.411213,WOJ. LUBUSKIE,OSTRÓW,,90,01,01,02,03
126227861,1719666000.0,15.605916666666666,51.93344444444444,WOJ. LUBUSKIE,ZIELONA GÓRA,NOWY KISIELIN-ODRZAŃSKA,40,01,01,01,03
126234713,1719646200.0,15.506361111111111,51.939027777777774,WOJ. LUBUSKIE,ZIELONA GÓRA,JADWIGI,50,01,01,01,03
126227785,1719673500.0,15.498527777777777,51.915083333333335,WOJ. LUBUSKIE,ZIELONA GÓRA,BOTANICZNA,50,01,01,01,03
126228336,1719696051.0,15.239749999999999,52.73319444444444,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,JAGIEŁŁY,50,01,01,01,02
126228215,1719662700.0,15.547805555555556,51.942611111111106,WOJ. LUBUSKIE,,,120,01,01,02,03
126226909,1719689400.0,15.583416666666666,51.93272222222222,WOJ. LUBUSKIE,ZIELONA GÓRA,STARY KISIELIN-PIONIERÓW LUBUSKICH,50,01,01,01,03
126227851,1719668039.0,15.819861111111111,51.846000000000004,WOJ. LUBUSKIE,,,90,01,01,02,03
126226837,1719672341.0,15.58388888888889,52.44875,WOJ. LUBUSKIE,MIĘDZYRZECZ,PIASTOWSKA,50,01,01,01,01
126229105,1719769030.0,14.593583333333333,52.33555555555556,WOJ. LUBUSKIE,SŁUBICE,TRANSPORTOWA,50,01,01,01,01
126227093,1719773636.0,15.5785,52.44588888888889,WOJ. LUBUSKIE,MIĘDZYRZECZ,KAZIMIERZA WIELKIEGO,50,01,01,01,01
126228360,1719731046.0,15.599527777777778,51.59913888888889,WOJ. LUBUSKIE,DZIKOWICE,,50,01,01,01,03
126245285,1719738900.0,15.930083333333332,51.37280555555556,WOJ. LUBUSKIE,,,90,01,01,02,03
126228592,1719778425.0,15.563972222222223,51.60294444444445,WOJ. LUBUSKIE,,,90,01,01,02,03
126228006,1719739200.0,15.625611111111112,52.09041666666667,WOJ. LUBUSKIE,SULECHÓW,STYCZNIOWA,50,01,01,01,03
126228357,1719729322.0,15.1575,52.71491666666667,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,,120,01,05,02,03
126228380,1719741932.0,14.640305555555555,52.58058333333334,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,SIKORSKIEGO,50,01,01,01,03
126228469,1719756805.0,14.667583333333333,52.58755555555556,WOJ. LUBUSKIE,KOSTRZYN NAD ODRĄ,SKAŁBY,30,01,01,01,03
126239779,1719762300.0,15.532916666666667,52.800888888888885,WOJ. LUBUSKIE,PRZYSIEKA,,50,01,01,01,03
126228063,1719755029.0,15.694083333333333,52.19716666666666,WOJ. LUBUSKIE,SMARDZEWO,SMARDZEWO,50,01,01,01,03
126228504,1719721083.0,15.844833333333334,52.166444444444444,WOJ. LUBUSKIE,,,40,01,01,02,03
126229155,1719783411.0,14.614222222222223,52.32563888888889,WOJ. LUBUSKIE,ŚWIECKO,0,60,01,01,02,03
126228346,1719706660.0,15.294027777777778,52.66319444444444,WOJ. LUBUSKIE,MASZEWO,PROSTA,50,01,01,01,03
126227028,1719746904.0,14.727361111111112,51.95738888888889,WOJ. LUBUSKIE,GUBIN,RYCERSKA,50,02,01,01,03
126228378,1719735101.0,16.219667,51.752251,WOJ. LUBUSKIE,GOLA,,90,01,01,02,03
126229153,1719779135.0,15.270166666666668,52.69277777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,,120,01,01,02,03
126227101,1719776297.0,15.355888888888888,52.75586111111111,WOJ. LUBUSKIE,JANCZEWO,GŁÓWNA,50,01,05,01,03
126226931,1719717136.0,15.83436111111111,52.32725000000001,WOJ. LUBUSKIE,BIELEŃ,,80,01,01,02,03
126228618,1719781496.0,15.104514,52.325608,WOJ. LUBUSKIE,TORZYM,,80,01,01,02,03
126366418,1719761400.0,15.132222222222223,52.76416666666667,WOJ. LUBUSKIE,,,120,01,01,02,03
126368152,1719735300.0,15.24886111111111,52.735527777777776,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,OGRODOWA,50,01,01,01,03
126368146,1719723600.0,15.261666666666667,52.761472222222224,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,BATALIONU ZOŚKA,20,01,01,01,03
126229016,1719779400.0,15.477694444444445,52.14169444444445,WOJ. LUBUSKIE,,,90,01,05,02,03
126767365,1719751200.0,15.687777777777779,52.69277777777778,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,,120,01,01,02,03
126249428,1719773580.0,15.501583333333333,51.952111111111115,WOJ. LUBUSKIE,ZIELONA GÓRA,OBYWATELSKA,50,01,01,01,03
126229120,1719766200.0,15.524361111111112,51.958083333333335,WOJ. LUBUSKIE,ZIELONA GÓRA,TRASA PÓŁNOCNA,50,01,01,01,03
126228055,1719752008.0,15.258888888888889,52.69605555555555,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,,120,01,01,02,03
126399305,1719704100.0,15.240749999999998,52.72830555555556,WOJ. LUBUSKIE,GORZÓW WIELKOPOLSKI,MOST STAROMIEJSKI,50,01,01,01,03
126227072,1719768420.0,14.571555555555555,52.35875,WOJ. LUBUSKIE,SŁUBICE,STASZICA,50,01,01,01,03
126229141,1719782894.0,16.294798,51.828728,WOJ. LUBUSKIE,NOWA WIEŚ,,50,01,01,01,03
126227964,1719699800.0,15.121083333333333,52.783027777777775,WOJ. LUBUSKIE,,,120,01,01,02,03
